0.00015657,7.8284e-05,7.8284e-05,0.00031314,0.00062627,7.8284e-05,7.8284e-05,0,7.8284e-05,0.001096,7.8284e-05,0.00015657,0,0.00093941,0,7.8284e-05,0.00031314,0,0,7.8284e-05,0.00031314,0,7.8284e-05,0.00062627,0,0,0,0.00023485,0.00015657,0,0,0,0,0,0,7.8284e-05,0,0.001096,0,0.00023485,0,0,0,0,7.8284e-05,7.8284e-05,0,0.00015657,0,0.00015657,7.8284e-05,7.8284e-05,0,0,0,0,0,0,0,0,0.00015657,0,7.8284e-05,0,0,0,0.00015657,0.00031314,7.8284e-05,0,0.00054799,0.00015657,0,0.00039142,0.00046971,0,7.8284e-05,7.8284e-05,0,0,7.8284e-05,0,0.00015657,0,0.00015657,0,7.8284e-05,0,0.00062627,0.00023485,0,0,0,0,7.8284e-05,7.8284e-05,7.8284e-05,0,0.00015657,0.00015657
7.8284e-05,0.00054799,0,0.00023485,0.00015657,7.8284e-05,0.00070456,0,0.00015657,0.00015657,0.00054799,0.00031314,7.8284e-05,0.00015657,7.8284e-05,0,0.00023485,0,0.0010177,7.8284e-05,0.00046971,0.00039142,0.00070456,0.0004697,0.00023485,0.00015657,0.00031314,0.00015657,0.00039142,0,0.00023485,0.00031314,0,0.00039142,0,0.00023485,0.00054799,0.0014091,0.00015657,0.00070456,0.00062627,0.00039142,0.00031314,0.00015657,0.00039142,0.00046971,7.8284e-05,0.00015657,0.00023485,0.00023485,7.8284e-05,0.00070456,0,0,0.00015657,0,0.00015657,0,0.00062627,7.8284e-05,0.00023485,0.00046971,0.00023485,0.00039142,0,0.00086113,0,7.8284e-05,7.8284e-05,0.00023485,0.00015657,0.00046971,0.00086113,0,0.00054799,7.8284e-05,7.8284e-05,0.00031314,0.00039142,0.00023485,0.00046971,7.8284e-05,0,0.00070456,0.00015657,0,0.00015657,0,0.00039142,0.00031314,0,0,0,7.8284e-05,7.8284e-05,0.00023485,0.00015657,0.00046971,7.8284e-05,0.00062627
7.8284e-05,0.00023485,0,0.00078284,0.00062627,0,0.00023485,0.00023485,0.00039142,0.00062627,0,0,7.8284e-05,7.8284e-05,0,0.00062627,0,7.8284e-05,0.00031314,0,0,7.8284e-05,0.00023485,7.8284e-05,0.00023485,0.0010177,0.00046971,0.0010177,0,0,7.8284e-05,0.00031314,0,0,0,0,0,0.00054799,0.00054799,0.00015657,0.00015657,0.00031314,7.8284e-05,0.00015657,0,0,0,0,0,0.00039142,0,0.00062627,0.00023485,0,0.00023485,0,0.00062627,0.00023485,7.8284e-05,0.00062627,0.00046971,0.00023485,0.00015657,0.00031314,0,7.8284e-05,7.8284e-05,0.00015657,0.00046971,0,0.00046971,0.00015657,0.00015657,0.00031314,7.8284e-05,0,0.00031314,0.00023485,0,0.00023485,0,0.00046971,0,7.8284e-05,0,0,0.00054799,7.8284e-05,0.0004697,0,0.00023485,0,0.00015657,0.00062628,0.00023485,0.00015657,7.8284e-05,0.00054799,0,7.8284e-05
7.8284e-05,0.00023485,0.00015657,7.8284e-05,0,0,7.8284e-05,0,0.00015657,0,0,0,0.00031314,0.00046971,0,0.00015657,7.8284e-05,0,0.00015657,0,0.00015657,0.00015657,0.00023485,0.00062627,0.00023485,0,7.8284e-05,0.00039142,0,0,7.8284e-05,0.00031314,7.8284e-05,7.8284e-05,0,0,0,0.00015657,0.00062627,0.00015657,0,0,0,0,0.00031314,0,0.00023485,0.00015657,7.8284e-05,0.00015657,0.00015657,0.00093941,0,0.00046971,7.8284e-05,0,0,0,7.8284e-05,0,0,0.00015657,0,0.00031314,0.00015657,0,0,0,0.00023485,7.8284e-05,7.8284e-05,0.00015657,0,7.8284e-05,0,0,0,0.00015657,0,7.8284e-05,0,0,0,0.00015657,0.00023485,0,0.00031314,0.00015657,0.0004697,0.00031314,7.8284e-05,0,7.8284e-05,0,0.00015657,7.8284e-05,0,0,0.00031314,0
0.020824,0.02646,0.026773,0.00062627,0,0.074135,0.001096,0.069908,0.017379,0.00015657,0.0043056,0.027086,0.04196,0.00039142,0.10725,0.047518,0.027086,0.083373,0.0080633,0.13535,0.027478,0.014717,0.011038,0.014169,0.00093941,0.021763,0.0050885,0.035776,0.029043,0.068264,0.14326,0.049554,0.10819,0.072491,0.0023485,0.05793,0.069438,0.04196,0,0.0078284,0.054173,0.12416,0.00046971,0.023798,0.020041,0.044622,0.12886,0.076249,0.022389,0.06936,0.12197,0.077658,0.0019571,0.011899,0,0.085095,0.046188,0.031783,0.10271,0,0,0.060279,0.001096,0.11993,0.0078284,0.098717,0.00070456,0.044935,0.0088461,0.045561,0.1042,0.01096,0.11085,0.037655,0.0067324,0.00031314,0.065994,0.010568,0.11132,0.0099421,0.091671,0.048693,0.14921,0.009081,0.0015657,0.00070456,0.0010177,0.012995,0.0024268,0.016675,0.085878,0.12338,0.047988,0.084704,0.00015657,0.031392,0.019963,0.03194,0.058322,0.021215
0.041569,0.030296,0.047205,0.011821,0.064271,0.066777,0.0028965,0.049711,0.0075153,0.059574,0.034445,0.0083764,0.054721,0,0.082747,0.020354,0.02419,0.08259,0.010255,0.10936,0.0053233,0.0028182,0.0018788,0.030374,0.018084,0.038907,0,0.03194,0.011429,0.0097073,0.11594,0.060905,0.0429,0.010568,0.00023485,0.00039142,0.029278,0.033584,0,0.01276,0.010177,0.018867,0.050415,0.00039142,0.062627,0.052998,0.041569,0.019571,0.022937,0.013778,0.065368,0,0.002192,0.030531,0.0024268,0.002192,0.0023485,0.039455,0.022702,0.013308,0.042665,0.021763,0.00070456,0.02372,0.013621,0.078832,0.00031314,0.051433,0.031862,0.012369,0.0067324,0.046266,0.0017223,0.0022702,0.044231,0.021998,0.012212,0.056913,0.095585,0.00078284,0.054486,0.12612,0.022624,0.0055582,0.069673,0,0.019258,0.016283,0.0077501,0.0025834,0.010725,0.015579,0.0037576,0.084078,0,0.070612,0.05018,0.054564,0.029357,0.07664
0.005793,0.0049319,0.03374,0.0012525,0,0.11946,0.0025834,0.078519,0.023329,0.00062627,0.0024268,0.089714,0.0030531,0.024894,0.090497,0.0044622,0.033584,0.054094,0.050415,0.12721,0.011273,0.021293,0.00054799,0.0014874,0.005793,0.0050885,0.00078284,0.0072804,0.072021,0.12173,0.033193,0.027478,0.035385,0.12666,0.0025834,0.069595,0.082198,0.044074,0,0.037107,0.028182,0.096368,7.8284e-05,0.031627,0.037498,0.15469,0.012604,0.066933,0.046736,0.038438,0.15305,0.011038,0.047127,0.021841,0.02646,0.080555,0.00031314,0.0023485,0.075858,0.0046188,0.00039142,0.092923,0.0025834,0.046266,0.014639,0.10686,0.013152,0.0064193,0,0.041882,0.075779,0.0066542,0.011977,0.0044622,0.10608,0.00015657,0.060514,0.0010177,0.049084,0.0066542,0.038359,0.0015657,0.073039,0.00078284,0.023329,0.017692,0.0099421,0.051902,0.00086113,0.031001,0.030296,0.11187,0.0039142,0.065289,0.0064976,0.050102,0.0075936,0.016988,0.094959,0.07257
0.0036794,0.021293,0.020276,0.018319,0.0014091,0.045796,0.041099,0.08212,0.0018005,0.056991,0.039847,0.022546,0.033427,0,0.05566,0.054564,0.067011,0.045092,0.0022702,0.027321,0.026617,0,0.035698,0,0.017849,0.0029748,0,0.022937,0.0087678,0.1467,0.017457,0.020041,0.031079,0.022859,0.0024268,0.040316,0.055269,0.0064193,0.0080633,0.014561,0.077267,0.063097,0.049554,0.01871,0.023955,0.023485,0.010255,0.014717,0.093941,0.016127,0.073979,0.00086112,0.040473,0.062079,0.0014091,0.027243,0,0.001644,0.054016,0.05793,0.055817,0.030922,0.00086113,0.0011743,0.0072021,0.084156,0.013465,0.084782,0.0018788,0.038751,0.040708,0.018162,0.020667,0.008533,0.083842,0.010881,0.038124,0.01002,0.091984,0.03515,0.00031314,0.012604,0.08486,0.011586,0.0022702,0.00015657,0.018397,0.002192,0.0075936,0.021058,0.0081416,0.032097,0.01049,0.1024,0.0024268,0.036872,0.0043056,0.032645,0.014169,0.061531
7.8284e-05,7.8284e-05,0,7.8284e-05,0,0.00078284,0,7.8284e-05,0,0,7.8284e-05,0,0,0.00031314,0,0.00015657,0,0,0.0019571,0,0,7.8284e-05,7.8284e-05,0.002192,0,0.00062627,0,0.00046971,0,0,0,0.00054799,0,0,0,0,0,0.00054799,0,7.8284e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00015657,0.00039142,7.8284e-05,0,0,0.00054799,0,7.8284e-05,0.00031314,0,0,0,0,0,7.8284e-05,0,0,0,0.00031314,0,0,7.8284e-05,0.00015657,7.8284e-05,0,7.8284e-05,0,0,0,0,0,0.00023485,0,0.00015657,7.8284e-05,0,0.00015657,0,7.8284e-05,7.8284e-05,0,0,0,0.00015657,7.8284e-05,7.8284e-05,0,0
0.00086113,0.00086113,0.002192,0,0,0.0011743,0,0.00031314,0.00015657,0.00039142,0.0034445,0.0011743,0.0012525,0.00023485,0,0.0042273,0.0014874,0,0,0.0010177,7.8284e-05,0,0,0.00039142,0.0017223,0.0018005,0.0014874,0.00086113,0.0020354,0.00015657,0.0013308,0,0.0018005,7.8284e-05,0,0.00015657,0.0019571,0.00023485,0.00046971,0.00078284,0.00015657,0.0012526,0.00054799,7.8284e-05,0.00023485,0.00070456,0.0017223,7.8284e-05,0,0.00039142,0.0014091,0,0.00086113,0.00086113,0.00039142,0.00070456,0,0.002192,0.00015657,0.0010177,0.00086113,0,0.00023485,0.00015657,0,0,0,0.0044622,0.0017223,7.8284e-05,0.00039142,0.00078284,0.00015657,7.8284e-05,0.00039142,0.0059496,0,0.00023485,7.8284e-05,0,0.0018788,0.0014874,0.00031314,7.8284e-05,0.00015657,0.00031314,0,0.0021137,0.00070456,0.0014091,0.00031314,0.0014091,0,0,0.0013308,0,0.0022702,0.00031314,0.00039142,0.00031314
